Event Link,Content
https://www.ariiyatickets.com/event/power-of-lafta/,LAFTA EXECUTIVE ENTERTAINMENT PRESENTS POWER OF LAFTA (POLA) THE HEGH TENSION EDITION Date : November 10TH 2019. Time: 4PM Venue: BAMBOO HALLBEHIND BAMBOO PLAZA. OPPOSITE NNPC FILLING FILLING STATION OMOLE PHASE ONE. Ticket : Early 1k /Reg 2k /Vip 5k/Table for 5 (50K)/ Table For 10 (100k)/ Silver Table (200K)/Gold Table (500k). For Ticket and Table Booking visit www.ariiyatickets.com or Call 09086787099 Details Date: November 10 Time: 4:00 pm - 11:30 pm Cost: ₦1000 – ₦500000 Event Categories: Concert Dance Event Tags:COMEDY Lafta music November 10 @ 4:00 pm - 11:30 pm --PRICES: Quantity 100 available Regular Early bird tickets lafta₦1000.00 Quantity 100 available Vip tickets lafta₦5000.00 Quantity 100 available Table for 5 lafta₦50000.00 Quantity 100 available Table for 10 Lafta₦100000.00 Quantity 100 available Silvet table lafta₦200000.00 Quantity 100 available Gold Table lafta₦500000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/abuja-jazz-fashion-show/,ABUJA JAZZ & FASHION SHOW 2018 is a fusion of African Jazz and African Fashion. Jazz & Fashion are ways of expressing arts and culture. It hopes to bring people together irrespective of their culture languages or religious background. The event is geared towards showcasing talents in jazz music and fashion as well as empowering emerging talents. The event will kick off with an Exhibition Masterclass & Mentor-ship session would starts at 10.00 am with light music and exhibition of various fashion products and other items. Sales & Exhibition would run at the foyer till late in the night when the evening event would end. This is to enable guests at the evening event to also make purchases. The red carpet for the evening session of the event would start by 6pm and main event at 7pm. The Main event would feature on the runway designs by some of the best and upcoming Nigerian fashion designers with performances from some A-list Jazz artistes. The event promises to be lively entertaining and rewarding for the audience and the participants. Details Date: October 26 Cost: ₦5000 – ₦50000 Event Categories: Fashion & Style Musical Concert October 26 --PRICES: Quantity 100 available REGULAR₦5000.00 Quantity 100 available VIP₦20000.00 Quantity 50 available VVIP₦50000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/copa-lagos-2019/,It’s really here! The 2019 edition of the biggest beach soccer event in Africa #Copalagos is here!!. It is definitely going to be a battle of the champions as Brazil Senegal England and your hosts Nigeria will battle and settle some scores 😎. #copalagos2019 is on another level of excitement 🙌🏻🙌🏻😎. #letsgotothebeach Date- 1st – 3rd November2019 Time -2:00pm daily. Venue- Eko AtlanticVictoria Island Lagos. Tickets – Regular N1000 Vip- N10000 Tickets Available on www.ariiyatickets.com For Tickets Booking Please call- 0908678709908182658462 Details Start: November 1 @ 2:00 pm End: November 3 @ 7:00 pm Cost: ₦1000 – ₦10000 Event Categories: Sport Sport Entertainment Event Tags:Beach CHILL fun LAGOS Soccer November 1 @ 2:00 pm - November 3 @ 7:00 pm --PRICES: Quantity 998 available Regular tickets Copa Lagos (DAY1)₦1000.00 Quantity 999 available Regular tickets Copa Lagos (DAY3)₦1000.00 Quantity 998 available Regular tickets Copa Lagos (DAY2)₦1000.00 Quantity 300 available Vip tickets Copa Lagos (DAY1)₦10000.00 Quantity 300 available Vip tickets Copa Lagos (DAY2)₦10000.00 Quantity 300 available Vip tickets Copa Lagos (DAY3)₦10000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/nigerian-universities-theater-arts-festival-2019/,Nigeria Universities Theater Arts Festival NUTAF’19 will witness 8000 Performance 2000 Festival Visitors and 1 Venue  Theatre Arts troupes from 33 Nigerian universities are expected to converge on the National Arts Theatre Complex in Lagos between October 20 and 26 2019 for a special edition of the annual Nigerian Universities Theatre Arts Festival. This Festival will Include Street Carnival / Drama / Dance /Comedy / Workshops/ Theme: Theatre Governance & Globalization. Venue: Banquet Hall National TheatreIganmuLagos. Date- 24th & 25th October 2019. Time: 1:00pm & 6:00pm Daily. Tickets Available on www.ariiyatickets.com Details Start: October 24 @ 1:00 pm End: October 25 @ 5:00 pm Cost: ₦1000 – ₦2000 Event Category: Festival Event Tags:Arts Festuval LAGOS National Theartre October 24 @ 1:00 pm - October 25 @ 5:00 pm --PRICES: Quantity 1000 available Student Tickets (NUTAF)₦1000.00 Quantity 1000 available Other Tickets (NUTAF)₦2000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/the-official-unveiling-of-anthony-kupe-foundation/,Kupe foundation is an NGO founded by Mr Anthony Olumide Kupe a cerebral Palsy warrior and a Business Administration graduate of Lagos State Polytechnic . His passion for people living with disabilities has led him to start up his own foundation the ‘Kupe Foundation’ Tagged there is ability in disability concert is the official unveiling ceremony of the Kupe Foundation slated for the 31st of October 2019 at the Lagos Oriental Hotel with special appearances and performances from Top Nigerian celebrities ; AY Funke Akindele Korede Bello YAW Jaywon Faze MC Abbey  Annie Idibia amongst others are confirmed for this event . 50 percent of the money realized from ticket sales will be used by the foundation to support people living with disabilities. Date- 31st October2019 Venue- Oriental Hotel Victoria IslandLagos. Time – 5:00PM Tickets- N10000 Tickets Available on www.ariiyatickets .com Details Date: October 31 Time: 5:00 pm - 11:30 pm Cost: ₦10000 Event Tags:FOUNDATION KUPE NGO October 31 @ 5:00 pm - 11:30 pm --PRICES: Quantity 100 available Tickets For Kupe Foundation₦10000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/yowop-business-entrepreneurship-summit-award-dinner-nightcelebrating-social-media-influencers/,YOWOP BUSINESS& ENTREPRENEURSHIP SUMMIT & AWARD RECOGNITION DINNER NIGHT .(celebrating social media influencers and also empowering individuals with cash and equipment for business) In this business summit people will get to know a lot of businesses they can run through various media platforms and online platforms and be free from joblessness lack of money and many more. We designed This for everyone who wants to have financial freedom and want better their income. We have Award winning experts in all these field and they are happy and willing to let you know the secret of their greatness and financial liberation. Here are what you’ll be learning during this summit: Digital market training Forex trading Career talk E-commerce How to move up in business and Relationship talk( how to combine relationship career and home together without none been affected) Award Dinner night. This is the very fun part of it. Awards will be given to social media influencers those that has made impact in the lives of people and also made a difference through social media. Then during the dinner night entrepreneurial prize will be given Generator Refrigerator Sewing machine Creating of free websites cake mixers ovens. Start up cash for start up businesses. And a Grand Prize of 100k will be given as there will be a raffle draw in regards to this. Details Date: November 8 Cost: ₦4000 – ₦12000 Event Categories: Awards Night Business Event Tags:Ariiyatickets AWARDS MUSIC AND DANCE November 8 --PRICES: Quantity 200 available Regular YOWOP TICKETS₦4000.00 Quantity 100 available Vip tickets yowop₦12000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/lagos-halloween-party/,A night of spooks and thrills! Come mingle and party! You just might get kissed by the witch! Details Date: October 26 Time: 6:00 pm - 11:30 pm Cost: ₦15000 Event Category: Party & Social Gathering Event Tags:2019 LAGOS NETWORK NETWORKING nigeria party Social gathering social hangout SOCIAL LIFE October 26 @ 6:00 pm - 11:30 pm --PRICES: Quantity 500 available Lagos hallowen party₦15000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/happy-world-meal-gate-3rd-anniversary-car-awards/,Africa’s first and foremost food network marketing company will be celebrating its 3rd year Anniversary on 26th October 2019 and will also be presenting cars to its Stage 4 Awardees.This event will hold at the Marquee of All Seasons Plaza24 Lateef Jakande Way(opposite Cadury Nig Plc)AgidingbiIkeja. The event will be spiced by rib-cracking jokes from Akpororowho’ll double as the event MC. Details Date: October 26 Time: 10:00 am - 2:00 pm Cost: ₦2000 Event Category: Networking Event Tags:IKEJA Website: www.happyworldmealgate.org/events October 26 @ 10:00 am - 2:00 pm --PRICES: Quantity 2000 available FLAT₦2000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/africa-movie-academy-awards-2019/,The Africa Movie Academy Awards popularly known as AMAA and The AMA Awards are presented annually to recognize excellence among professionals working in or non-African professionals who have contributed to the African film industry. It was founded by Peace Anyiam-Osigwe and is run through the Africa Film Academy. The awards are aimed at honouring and promoting excellence in the African movie industry as well as uniting the African continent through arts and culture. The award presentation is attended by numerous media representatives celebrities politicians journalists actresses and actors from all across the world. The AMA Awards are widely considered to be Africa’s most important film event and the most prestigious film award in Africa. Hold the Date & Book a Table! Across boundaries undivided by ethnicity or other sundry affiliations we have consistently celebrated our stars. Let’s do more this year… AMAA 2019 IS HERE! Venue-Landmark Event CenterVictorial Island Lagos Date- 27th October2019 #RoadtoAMAA2019 #AMAA2019 09086787099 08182658462 Details Date: October 27 Time: 6:00 pm - 11:30 pm Cost: ₦10000 – ₦2500000 Event Category: Awards Night Event Tags:AMAA Award LAGOS Movie October 27 @ 6:00 pm - 11:30 pm --PRICES: Quantity 499 available Regular Tickets AMAA₦10000.00 Quantity 500 available Silver Table AMAA₦300000.00 Quantity 500 available Gold Table AMAA₦500000.00 Quantity 500 available Diamond Table AMAA₦1000000.00 Quantity 500 available Vip Tickets AMMA₦50000.00 Quantity 100 available Platinum Table AMAA₦2500000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/sour-grapes-stage-play/,SHADOWS; A one-man stage play that explores the subject of “male abuse.”The society does not help men to be vulnerable and human so they can express their feelings and emotions. Men also get abused; emotionally psychologically sexually and mentally. The awareness on this issue needs to increase so we can put an end to suicide and depression amongst men Details Start: November 22 @ 7:00 pm End: November 24 @ 7:00 pm Cost: ₦3000 – ₦10000 Event Category: Theater/Stage Play Event Tags:akpororo vs akpororo Family Drama Stage Play. November 22 @ 7:00 pm - November 24 @ 7:00 pm --PRICES: Quantity 100 available Regular tickets (Sour Grapes)₦3000.00 Quantity 200 available Gold Tickets (Sour Grapes)₦5000.00 Quantity 200 available Premium Tickets (Sour Grapes)₦10000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/lagos-halloween-party-2/,The Lagos Halloween Party is holding all night on the 26th and limited tickets are available! A haunted house party with a pool! Come and get wet! Leave all home training and come for unlimited fun and Barbeque! Details Date: October 26 Time: 6:00 pm - 11:30 pm Cost: ₦10000 Event Categories: Food Networking Party Party & Social Gathering Event Tags:2019 GRILLS party Pool Social gathering social hangout October 26 @ 6:00 pm - 11:30 pm --PRICES: Quantity 100 available Lagos Halloween party₦10000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
https://www.ariiyatickets.com/event/chef-fatima-global-food-fest/,The Chef Fatima Global Food Fest (CGFF) is a family friendly Global Culture-focused Food Fair convened by celebrity chef star presenter of ‘Kitchen Republic with Chef Fatima’ on Human Rights Radio 101.1FM internationally certified culinary training Expert and Official Food Safety Consultant to Government and Private Organizations Chef Fatima I. Haruna MCFP HACCP1 CHPCCNBBQ Expert. The CGFF is an international affair showcasing a spectacular sampling of colorful and tasty culinary offerings from across ten (10) different countries as well as a broad sample of mouth-watering national cuisines from all 6 Geo-Political regions of Nigeria. The Food Fest is centered on Global culture and Unity and is themed “Promoting Global Unity through Food”. The Food Fest will also feature seasoned chefs from Europe and Africa several international and local vendors as well as official representations from Embassies and International Cultural Centers with presence in Nigeria. Details Date: November 9 Time: 12:00 pm - 8:00 pm Cost: ₦2000 – ₦20000 Event Categories: chill out Food Event Tags:FOOD Website: http://www.cgff.ng November 9 @ 12:00 pm - 8:00 pm --PRICES: Quantity 500 available Vvip tickets chef fatima₦20000.00 Quantity 500 available Regular tickets chef fatima₦2000.00 Quantity 100 available Vip tickets chef fatima₦10000.00 Add to cart You must have JavaScript activated to purchase tickets. Please enable JavaScript in your browser.
